id,name,description,density_score,primary_muscles,secondary_muscles,implicit_hits,is_unilateral,setup_buffer_sec,avg_time_per_set_sec,is_timed,equipment_needed,movement_pattern,tempo_category,created_at,updated_at,is_stretch
,German Hang Pull-Out,Pull from a German hang back toward an inverted or support position with control.,8,"[""lats""]","[""chest"",""biceps"",""rear_deltoids"",""abs""]","{""chest"":0.5,""biceps"":0.6,""rear_deltoids"":0.5,""abs"":0.5}",false,15,40,false,"[""gymnastic_rings""]",calisthenics_skill,controlled,,,false
,Human Flag Hold,Hold the body sideways from a vertical pole with stacked hands and full-body tension.,10,"[""obliques""]","[""lats"",""anterior_deltoids"",""triceps"",""glutes"",""abs""]","{""lats"":0.8,""anterior_deltoids"":0.6,""triceps"":0.5,""glutes"":0.5,""abs"":0.8}",true,20,20,true,"[""vertical_pole""]",calisthenics_skill,isometric,,,false
,Tuck Human Flag Hold,Hold a tucked human flag progression with knees pulled in to reduce leverage demand.,8,"[""obliques""]","[""lats"",""anterior_deltoids"",""triceps"",""abs""]","{""lats"":0.7,""anterior_deltoids"":0.5,""triceps"":0.4,""abs"":0.7}",true,15,25,true,"[""vertical_pole""]",calisthenics_skill,isometric,,,false
,Human Flag Raise,Raise and lower the body into a human flag progression with controlled side-body tension.,10,"[""obliques""]","[""lats"",""anterior_deltoids"",""triceps"",""abs"",""glutes""]","{""lats"":0.8,""anterior_deltoids"":0.6,""triceps"":0.5,""abs"":0.8,""glutes"":0.4}",true,20,35,false,"[""vertical_pole""]",calisthenics_skill,controlled,,,false
,Freestanding Handstand Hold,Balance in a freestanding handstand while keeping elbows locked and ribs controlled.,8,"[""anterior_deltoids""]","[""triceps"",""traps"",""abs"",""forearms""]","{""triceps"":0.6,""traps"":0.5,""abs"":0.7,""forearms"":0.5}",false,10,35,true,[],calisthenics_skill,isometric,,,false
,Wall Handstand Hold,Hold a handstand against a wall with active shoulders and a tight body line.,6,"[""anterior_deltoids""]","[""triceps"",""traps"",""abs"",""forearms""]","{""triceps"":0.5,""traps"":0.4,""abs"":0.6,""forearms"":0.3}",false,10,45,true,"[""wall""]",calisthenics_skill,isometric,,,false
,Strict Handstand Push-Up,Lower from a handstand and press back up with controlled shoulder and triceps strength.,9,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""traps"",""abs""]","{""triceps"":0.8,""upper_chest"":0.4,""traps"":0.5,""abs"":0.6}",false,20,45,false,"[""wall""]",calisthenics_skill,controlled,,,false
,Deficit Handstand Push-Up,Perform handstand push-ups from elevated handles for a deeper pressing range.,10,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""traps"",""abs""]","{""triceps"":0.8,""upper_chest"":0.5,""traps"":0.5,""abs"":0.6}",false,25,50,false,"[""parallettes"",""wall""]",calisthenics_skill,controlled,,,false
,Kipping Handstand Push-Up,Use hip drive to assist the press from a handstand push-up position.,8,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""abs"",""hip_flexors""]","{""triceps"":0.7,""upper_chest"":0.4,""abs"":0.5,""hip_flexors"":0.4}",false,20,40,false,"[""wall""]",calisthenics_skill,explosive,,,false
,Ring Support Hold,Hold a stable top support on rings with elbows locked and rings turned slightly out.,6,"[""triceps""]","[""chest"",""anterior_deltoids"",""abs"",""forearms""]","{""chest"":0.5,""anterior_deltoids"":0.5,""abs"":0.6,""forearms"":0.5}",false,10,30,true,"[""gymnastic_rings""]",calisthenics_skill,isometric,,,false
,Ring Turned-Out Support Hold,Hold ring support with rings turned outward to increase shoulder and stabilization demand.,8,"[""triceps""]","[""chest"",""anterior_deltoids"",""abs"",""forearms""]","{""chest"":0.6,""anterior_deltoids"":0.6,""abs"":0.7,""forearms"":0.6}",false,10,25,true,"[""gymnastic_rings""]",calisthenics_skill,isometric,,,false
,Iron Cross Progression Hold,Hold an assisted iron cross progression with arms wide and shoulders stabilized.,10,"[""chest""]","[""lats"",""biceps"",""anterior_deltoids"",""forearms"",""abs""]","{""lats"":0.7,""biceps"":0.7,""anterior_deltoids"":0.6,""forearms"":0.6,""abs"":0.5}",false,25,20,true,"[""gymnastic_rings"",""resistance_band""]",calisthenics_skill,isometric,,,false
,Archer Pull-Up,Pull toward one hand while the opposite arm assists in a straighter position.,9,"[""lats""]","[""biceps"",""rear_deltoids"",""forearms"",""abs""]","{""biceps"":0.8,""rear_deltoids"":0.5,""forearms"":0.6,""abs"":0.4}",true,10,45,false,"[""pull_up_bar""]",pull,controlled,,,false
,Typewriter Pull-Up,Pull to the bar and shift side to side while maintaining height near the top.,9,"[""lats""]","[""biceps"",""rear_deltoids"",""forearms"",""abs""]","{""biceps"":0.8,""rear_deltoids"":0.6,""forearms"":0.6,""abs"":0.4}",true,10,45,false,"[""pull_up_bar""]",pull,controlled,,,false
,One-Arm Pull-Up,Pull from a one-arm hang to the bar using unilateral pulling strength.,10,"[""lats""]","[""biceps"",""forearms"",""rear_deltoids"",""abs""]","{""biceps"":0.9,""forearms"":0.8,""rear_deltoids"":0.6,""abs"":0.5}",true,15,40,false,"[""pull_up_bar""]",pull,controlled,,,false
,One-Arm Chin-Up Eccentric,Lower slowly from a one-arm chin-up top position to build unilateral pulling control.,9,"[""lats""]","[""biceps"",""forearms"",""rear_deltoids"",""abs""]","{""biceps"":0.9,""forearms"":0.8,""rear_deltoids"":0.5,""abs"":0.5}",true,15,45,false,"[""pull_up_bar""]",pull,eccentric,,,false
,Explosive Pull-Up,Pull rapidly so the chest rises high above the bar with control on the descent.,8,"[""lats""]","[""biceps"",""rear_deltoids"",""forearms"",""abs""]","{""biceps"":0.7,""rear_deltoids"":0.5,""forearms"":0.5,""abs"":0.4}",false,10,35,false,"[""pull_up_bar""]",pull,explosive,,,false
,Chest-to-Bar Pull-Up,"Pull until the chest contacts or reaches the bar, then lower with control.",8,"[""lats""]","[""biceps"",""rear_deltoids"",""forearms"",""abs""]","{""biceps"":0.7,""rear_deltoids"":0.5,""forearms"":0.5,""abs"":0.4}",false,10,40,false,"[""pull_up_bar""]",pull,controlled,,,false
,L-Sit Hold,Hold the body supported on hands with legs straight in front and hips lifted.,7,"[""abs""]","[""hip_flexors"",""triceps"",""quads"",""anterior_deltoids""]","{""hip_flexors"":0.8,""triceps"":0.5,""quads"":0.4,""anterior_deltoids"":0.4}",false,10,30,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,V-Sit Hold,Hold a compressed support position with legs lifted high and torso upright.,9,"[""abs""]","[""hip_flexors"",""triceps"",""quads"",""anterior_deltoids""]","{""hip_flexors"":0.9,""triceps"":0.5,""quads"":0.4,""anterior_deltoids"":0.4}",false,10,25,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Manna Progression Hold,Hold an advanced compression support progression with hips lifted and legs elevated.,10,"[""abs""]","[""hip_flexors"",""triceps"",""quads"",""anterior_deltoids""]","{""hip_flexors"":0.9,""triceps"":0.6,""quads"":0.4,""anterior_deltoids"":0.5}",false,15,20,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Shrimp Squat,Lower into a single-leg squat variation while holding the opposite foot behind the body.,8,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""abs""]","{""glutes"":0.7,""hamstrings"":0.4,""calves"":0.5,""abs"":0.5}",true,10,45,false,[],squat,controlled,,,false
,Depth Jump,"Step from a box, land briefly, and jump upward explosively with minimal ground contact.",9,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""abs""]","{""glutes"":0.8,""hamstrings"":0.5,""calves"":0.8,""abs"":0.4}",false,20,30,false,"[""plyo_box""]",plyometric,explosive,,,false
,Drop Jump,Drop from a low box and rebound upward quickly while maintaining a stable landing position.,8,"[""calves""]","[""quads"",""glutes"",""hamstrings"",""abs""]","{""quads"":0.7,""glutes"":0.6,""hamstrings"":0.4,""abs"":0.4}",false,20,25,false,"[""plyo_box""]",plyometric,explosive,,,false
,Broad Jump,Jump forward for distance and land with knees tracking and hips controlled.,8,"[""glutes""]","[""quads"",""hamstrings"",""calves"",""abs""]","{""quads"":0.7,""hamstrings"":0.7,""calves"":0.6,""abs"":0.4}",false,10,30,false,[],plyometric,explosive,,,false
,Single-Leg Broad Jump,Jump forward from one leg and land on the same leg with control.,9,"[""glutes""]","[""quads"",""hamstrings"",""calves"",""glute_medius"",""abs""]","{""quads"":0.7,""hamstrings"":0.6,""calves"":0.7,""glute_medius"":0.7,""abs"":0.5}",true,10,35,false,[],plyometric,explosive,,,false
,Triple Broad Jump,Perform three connected forward jumps for distance while maintaining rhythm and control.,9,"[""glutes""]","[""quads"",""hamstrings"",""calves"",""abs""]","{""quads"":0.7,""hamstrings"":0.7,""calves"":0.7,""abs"":0.4}",false,10,40,false,[],plyometric,explosive,,,false
,Lateral Bound,Jump side to side from one leg to the other with strong lateral hip control.,8,"[""glute_medius""]","[""glutes"",""quads"",""hamstrings"",""calves"",""adductors""]","{""glutes"":0.7,""quads"":0.5,""hamstrings"":0.5,""calves"":0.6,""adductors"":0.5}",true,10,35,false,[],plyometric,explosive,,,false
,Skater Bound,"Bound diagonally from side to side like a speed skater, absorbing each landing.",7,"[""glute_medius""]","[""glutes"",""quads"",""hamstrings"",""calves"",""adductors""]","{""glutes"":0.7,""quads"":0.5,""hamstrings"":0.5,""calves"":0.5,""adductors"":0.5}",true,5,35,false,[],plyometric,explosive,,,false
,Single-Leg Lateral Hop,Hop side to side on one leg while keeping the pelvis and knee stable.,7,"[""glute_medius""]","[""quads"",""calves"",""glutes"",""abs""]","{""quads"":0.5,""calves"":0.7,""glutes"":0.5,""abs"":0.5}",true,5,30,true,[],plyometric,explosive,,,false
,Pogo Jump,Bounce repeatedly from the ankles with stiff legs and quick ground contact.,6,"[""calves""]","[""quads"",""glutes"",""abs""]","{""quads"":0.3,""glutes"":0.3,""abs"":0.3}",false,5,30,true,[],plyometric,explosive,,,false
,Single-Leg Pogo Jump,Perform quick ankle-driven hops on one leg with minimal knee bend.,7,"[""calves""]","[""quads"",""glutes"",""glute_medius"",""abs""]","{""quads"":0.3,""glutes"":0.3,""glute_medius"":0.5,""abs"":0.4}",true,5,30,true,[],plyometric,explosive,,,false
,Tuck Jump,Jump vertically and pull knees toward the chest before landing in a stable position.,8,"[""quads""]","[""hip_flexors"",""glutes"",""hamstrings"",""calves"",""abs""]","{""hip_flexors"":0.6,""glutes"":0.6,""hamstrings"":0.4,""calves"":0.6,""abs"":0.5}",false,5,30,false,[],plyometric,explosive,,,false
,Countermovement Jump,Dip quickly and jump vertically using an explosive countermovement.,7,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""abs""]","{""glutes"":0.7,""hamstrings"":0.5,""calves"":0.6,""abs"":0.3}",false,5,30,false,[],plyometric,explosive,,,false
,Split Squat Jump,Jump from a split stance and land back in the same split stance.,8,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""hip_flexors""]","{""glutes"":0.7,""hamstrings"":0.4,""calves"":0.6,""hip_flexors"":0.4}",true,5,35,false,[],plyometric,explosive,,,false
,Jump Lunge,Switch legs in the air from a lunge position and land with control.,8,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""hip_flexors""]","{""glutes"":0.7,""hamstrings"":0.4,""calves"":0.6,""hip_flexors"":0.4}",true,5,35,false,[],plyometric,explosive,,,false
,Box Jump Over,Jump onto or over a box and land with control before resetting or cycling reps.,8,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""abs""]","{""glutes"":0.7,""hamstrings"":0.5,""calves"":0.6,""abs"":0.4}",false,20,35,false,"[""plyo_box""]",plyometric,explosive,,,false
,Lateral Box Jump,Jump sideways onto a box and land with hips and knees stable.,8,"[""glute_medius""]","[""quads"",""glutes"",""hamstrings"",""calves"",""abs""]","{""quads"":0.6,""glutes"":0.7,""hamstrings"":0.4,""calves"":0.6,""abs"":0.4}",true,20,35,false,"[""plyo_box""]",plyometric,explosive,,,false
,Hurdle Hop,"Hop over low hurdles in sequence with quick, elastic ground contact.",8,"[""calves""]","[""quads"",""glutes"",""hamstrings"",""abs""]","{""quads"":0.5,""glutes"":0.5,""hamstrings"":0.4,""abs"":0.4}",false,25,35,false,"[""hurdles""]",plyometric,explosive,,,false
,Lateral Hurdle Hop,Hop side to side over a hurdle while maintaining quick rebound mechanics.,8,"[""calves""]","[""glute_medius"",""quads"",""glutes"",""abs""]","{""glute_medius"":0.6,""quads"":0.5,""glutes"":0.5,""abs"":0.5}",true,25,35,false,"[""hurdles""]",plyometric,explosive,,,false
,Cone Hop,"Hop over a cone forward, backward, or laterally with quick foot contacts.",6,"[""calves""]","[""quads"",""glutes"",""glute_medius"",""abs""]","{""quads"":0.4,""glutes"":0.4,""glute_medius"":0.4,""abs"":0.4}",false,10,30,true,"[""cones""]",plyometric,explosive,,,false
,180-Degree Jump,"Jump and rotate 180 degrees in the air, then land balanced and controlled.",7,"[""quads""]","[""glutes"",""calves"",""obliques"",""abs""]","{""glutes"":0.6,""calves"":0.5,""obliques"":0.6,""abs"":0.4}",false,5,30,false,[],plyometric,explosive,,,false
,Kneeling Jump,Start from tall kneeling and explosively jump to a squat landing.,8,"[""glutes""]","[""quads"",""hamstrings"",""calves"",""abs""]","{""quads"":0.7,""hamstrings"":0.6,""calves"":0.4,""abs"":0.5}",false,5,35,false,[],plyometric,explosive,,,false
,Plyometric Push-Up,"Push explosively so the hands leave the floor, then land with elbows controlled.",8,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.7,""anterior_deltoids"":0.6,""abs"":0.5}",false,5,30,false,[],plyometric,explosive,,,false
,Clapping Push-Up,Perform an explosive push-up and clap before returning hands to the floor.,8,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.7,""anterior_deltoids"":0.6,""abs"":0.5}",false,5,30,false,[],plyometric,explosive,,,false
,Depth Push-Up,Drop hands from elevated blocks to the floor and rebound into an explosive push-up.,9,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.7,""anterior_deltoids"":0.6,""abs"":0.6}",false,15,35,false,"[""blocks""]",plyometric,explosive,,,false
,Medicine Ball Chest Pass,Explosively throw a medicine ball from the chest toward a wall or partner.,7,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.6,""anterior_deltoids"":0.5,""abs"":0.4}",false,10,30,false,"[""medicine_ball""]",plyometric,explosive,,,false
,Medicine Ball Rotational Throw,Rotate through the hips and torso to throw a medicine ball explosively to the side.,7,"[""obliques""]","[""abs"",""glutes"",""chest"",""anterior_deltoids""]","{""abs"":0.6,""glutes"":0.5,""chest"":0.4,""anterior_deltoids"":0.4}",true,10,35,false,"[""medicine_ball""]",rotation,explosive,,,false
,Medicine Ball Overhead Throw,"Throw a medicine ball overhead explosively using legs, hips, trunk, and shoulders.",7,"[""lats""]","[""abs"",""glutes"",""triceps"",""anterior_deltoids""]","{""abs"":0.5,""glutes"":0.6,""triceps"":0.5,""anterior_deltoids"":0.5}",false,10,30,false,"[""medicine_ball""]",plyometric,explosive,,,false
,Burpee Broad Jump,"Perform a burpee, then jump forward for distance before resetting.",9,"[""quads""]","[""chest"",""triceps"",""glutes"",""hamstrings"",""calves"",""abs""]","{""chest"":0.5,""triceps"":0.4,""glutes"":0.7,""hamstrings"":0.5,""calves"":0.6,""abs"":0.5}",false,5,45,false,[],plyometric,explosive,,,false
,Atlas Stone Load,"Lift a stone from the floor and load it to a platform using hips, back, and arms.",10,"[""glutes""]","[""hamstrings"",""lower_back"",""quads"",""biceps"",""forearms"",""abs""]","{""hamstrings"":0.8,""lower_back"":0.8,""quads"":0.7,""biceps"":0.5,""forearms"":0.7,""abs"":0.6}",false,45,70,false,"[""atlas_stone"",""platform""]",strongman,power,,,false
,Atlas Stone to Shoulder,Lift a stone from the floor and bring it to one shoulder with full-body tension.,10,"[""glutes""]","[""hamstrings"",""lower_back"",""quads"",""biceps"",""forearms"",""abs"",""obliques""]","{""hamstrings"":0.8,""lower_back"":0.8,""quads"":0.6,""biceps"":0.5,""forearms"":0.7,""abs"":0.6,""obliques"":0.5}",true,45,65,false,"[""atlas_stone""]",strongman,power,,,false
,Natural Stone Load,Lift an irregular stone from the ground and load it to a platform under control.,10,"[""glutes""]","[""hamstrings"",""lower_back"",""quads"",""biceps"",""forearms"",""abs""]","{""hamstrings"":0.8,""lower_back"":0.8,""quads"":0.7,""biceps"":0.5,""forearms"":0.8,""abs"":0.6}",false,45,70,false,"[""natural_stone"",""platform""]",strongman,power,,,false
,Yoke Walk,Carry a loaded yoke across a set distance while keeping the trunk braced.,10,"[""traps""]","[""quads"",""glutes"",""hamstrings"",""calves"",""abs"",""lower_back""]","{""quads"":0.7,""glutes"":0.7,""hamstrings"":0.5,""calves"":0.5,""abs"":0.8,""lower_back"":0.7}",false,60,60,true,"[""yoke""]",strongman,loaded_carry,,,false
,Super Yoke Carry,"Carry a heavy yoke for distance with short, controlled steps and full-body bracing.",10,"[""traps""]","[""quads"",""glutes"",""hamstrings"",""calves"",""abs"",""lower_back""]","{""quads"":0.7,""glutes"":0.7,""hamstrings"":0.5,""calves"":0.6,""abs"":0.8,""lower_back"":0.7}",false,60,60,true,"[""yoke""]",strongman,loaded_carry,,,false
,Log Clean and Press,Clean a strongman log to the shoulders and press it overhead.,10,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""glutes"",""quads"",""hamstrings"",""abs""]","{""triceps"":0.8,""upper_chest"":0.6,""glutes"":0.7,""quads"":0.6,""hamstrings"":0.5,""abs"":0.6}",false,45,70,false,"[""strongman_log""]",strongman,power,,,false
,Log Press,Press a strongman log overhead from the front rack position.,9,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""traps"",""abs""]","{""triceps"":0.8,""upper_chest"":0.6,""traps"":0.4,""abs"":0.5}",false,40,55,false,"[""strongman_log""]",push,power,,,false
,Axle Clean and Press,Clean a thick axle bar to the shoulders and press it overhead.,10,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""glutes"",""quads"",""hamstrings"",""forearms"",""abs""]","{""triceps"":0.8,""upper_chest"":0.6,""glutes"":0.7,""quads"":0.6,""hamstrings"":0.5,""forearms"":0.7,""abs"":0.6}",false,45,70,false,"[""axle_bar""]",strongman,power,,,false
,Axle Deadlift,Deadlift a thick axle bar from the floor while maintaining grip and trunk tension.,9,"[""hamstrings""]","[""glutes"",""lower_back"",""quads"",""forearms"",""traps"",""abs""]","{""glutes"":0.8,""lower_back"":0.7,""quads"":0.5,""forearms"":0.8,""traps"":0.5,""abs"":0.5}",false,35,55,false,"[""axle_bar"",""plates""]",hinge,controlled,,,false
,Frame Carry,Carry a loaded frame for distance while keeping shoulders packed and torso braced.,10,"[""forearms""]","[""traps"",""quads"",""glutes"",""hamstrings"",""calves"",""abs""]","{""traps"":0.7,""quads"":0.6,""glutes"":0.6,""hamstrings"":0.4,""calves"":0.5,""abs"":0.7}",false,45,60,true,"[""carry_frame""]",carry,loaded_carry,,,false
,Farmer Handle Carry,Carry heavy farmer handles for distance while maintaining tall posture and grip.,9,"[""forearms""]","[""traps"",""quads"",""glutes"",""hamstrings"",""calves"",""abs""]","{""traps"":0.7,""quads"":0.5,""glutes"":0.5,""hamstrings"":0.3,""calves"":0.5,""abs"":0.7}",false,35,60,true,"[""farmer_handles""]",carry,loaded_carry,,,false
,Husafell Stone Carry,Bear-hug carry a shield-shaped stone for distance with strong trunk bracing.,10,"[""abs""]","[""biceps"",""forearms"",""upper_back"",""glutes"",""quads"",""lower_back""]","{""biceps"":0.6,""forearms"":0.7,""upper_back"":0.7,""glutes"":0.6,""quads"":0.6,""lower_back"":0.7}",false,45,60,true,"[""husafell_stone""]",strongman,loaded_carry,,,false
,Shield Carry,Carry a shield-style implement against the torso for distance.,9,"[""abs""]","[""biceps"",""forearms"",""upper_back"",""glutes"",""quads"",""lower_back""]","{""biceps"":0.5,""forearms"":0.6,""upper_back"":0.7,""glutes"":0.5,""quads"":0.5,""lower_back"":0.6}",false,40,60,true,"[""shield""]",strongman,loaded_carry,,,false
,Sandbag Load,Lift a sandbag from the floor and load it onto a platform.,9,"[""glutes""]","[""hamstrings"",""lower_back"",""quads"",""biceps"",""forearms"",""abs""]","{""hamstrings"":0.7,""lower_back"":0.7,""quads"":0.6,""biceps"":0.5,""forearms"":0.6,""abs"":0.6}",false,30,60,false,"[""sandbag"",""platform""]",strongman,power,,,false
,Sandbag to Shoulder,Lift a sandbag from the floor to one shoulder with hip drive and trunk control.,9,"[""glutes""]","[""hamstrings"",""lower_back"",""quads"",""biceps"",""forearms"",""obliques""]","{""hamstrings"":0.7,""lower_back"":0.7,""quads"":0.6,""biceps"":0.5,""forearms"":0.6,""obliques"":0.5}",true,30,55,false,"[""sandbag""]",strongman,power,,,false
,Sandbag Carry,Bear-hug or shoulder-carry a sandbag for distance while staying braced.,8,"[""abs""]","[""biceps"",""forearms"",""upper_back"",""glutes"",""quads"",""lower_back""]","{""biceps"":0.5,""forearms"":0.5,""upper_back"":0.6,""glutes"":0.5,""quads"":0.5,""lower_back"":0.6}",false,25,60,true,"[""sandbag""]",carry,loaded_carry,,,false
,Sandbag Clean and Press,Clean a sandbag to the front rack or shoulder and press it overhead.,9,"[""anterior_deltoids""]","[""triceps"",""glutes"",""quads"",""hamstrings"",""abs"",""forearms""]","{""triceps"":0.7,""glutes"":0.7,""quads"":0.6,""hamstrings"":0.5,""abs"":0.6,""forearms"":0.5}",false,30,65,false,"[""sandbag""]",strongman,power,,,false
,Keg Load,Lift a keg from the floor and load it to a platform or over a bar.,9,"[""glutes""]","[""hamstrings"",""lower_back"",""quads"",""biceps"",""forearms"",""abs""]","{""hamstrings"":0.7,""lower_back"":0.7,""quads"":0.6,""biceps"":0.5,""forearms"":0.6,""abs"":0.6}",false,35,60,false,"[""keg"",""platform""]",strongman,power,,,false
,Keg Carry,Carry a keg against the torso or on the shoulder for distance.,8,"[""abs""]","[""biceps"",""forearms"",""upper_back"",""glutes"",""quads"",""lower_back""]","{""biceps"":0.5,""forearms"":0.6,""upper_back"":0.6,""glutes"":0.5,""quads"":0.5,""lower_back"":0.6}",false,30,60,true,"[""keg""]",carry,loaded_carry,,,false
,Tire Flip,Drive through the legs and hips to flip a tire forward.,9,"[""glutes""]","[""quads"",""hamstrings"",""lower_back"",""chest"",""biceps"",""forearms""]","{""quads"":0.7,""hamstrings"":0.7,""lower_back"":0.7,""chest"":0.4,""biceps"":0.4,""forearms"":0.5}",false,45,60,false,"[""tire""]",strongman,power,,,false
,Conan’s Wheel,Carry a front-loaded implement in the crooks of the elbows while walking in a circle.,10,"[""abs""]","[""biceps"",""forearms"",""quads"",""glutes"",""upper_back"",""lower_back""]","{""biceps"":0.6,""forearms"":0.6,""quads"":0.6,""glutes"":0.6,""upper_back"":0.6,""lower_back"":0.7}",false,60,75,true,"[""conans_wheel""]",strongman,loaded_carry,,,false
,Fingal’s Fingers,Lift and tip a long hinged implement from the ground to vertical.,10,"[""anterior_deltoids""]","[""triceps"",""chest"",""quads"",""glutes"",""abs"",""lower_back""]","{""triceps"":0.7,""chest"":0.5,""quads"":0.7,""glutes"":0.7,""abs"":0.6,""lower_back"":0.6}",false,60,75,false,"[""fingals_finger""]",strongman,power,,,false
,Harness Sled Pull,Pull a loaded sled forward using a harness and powerful leg drive.,9,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""abs"",""lower_back""]","{""glutes"":0.8,""hamstrings"":0.6,""calves"":0.6,""abs"":0.5,""lower_back"":0.4}",false,35,60,true,"[""sled"",""harness""]",strongman,power,,,false
,Backward Sled Drag,Walk backward while dragging a sled to emphasize knee extension and quad endurance.,7,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""abs""]","{""glutes"":0.4,""hamstrings"":0.3,""calves"":0.5,""abs"":0.3}",false,25,60,true,"[""sled""]",strongman,controlled,,,false
,Arm-Over-Arm Sled Pull,Pull a sled toward you hand-over-hand using a rope.,8,"[""lats""]","[""biceps"",""forearms"",""rear_deltoids"",""abs"",""lower_back""]","{""biceps"":0.7,""forearms"":0.8,""rear_deltoids"":0.5,""abs"":0.5,""lower_back"":0.4}",false,30,60,true,"[""sled"",""rope""]",strongman,controlled,,,false
,Truck Pull Simulation,Use a harness and rope to pull a heavy sled or vehicle-simulation implement.,10,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""lats"",""biceps"",""abs""]","{""glutes"":0.8,""hamstrings"":0.6,""calves"":0.6,""lats"":0.5,""biceps"":0.4,""abs"":0.6}",false,60,90,true,"[""sled"",""harness"",""rope""]",strongman,power,,,false
,Circus Dumbbell Press,Clean a large dumbbell to the shoulder and press it overhead with one arm.,10,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""obliques"",""glutes"",""quads"",""forearms""]","{""triceps"":0.8,""upper_chest"":0.5,""obliques"":0.7,""glutes"":0.5,""quads"":0.5,""forearms"":0.6}",true,35,60,false,"[""circus_dumbbell""]",strongman,power,,,false
,Viking Press,Press a lever-style strongman implement overhead using coordinated leg and arm drive.,9,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""traps"",""quads"",""glutes"",""abs""]","{""triceps"":0.8,""upper_chest"":0.5,""traps"":0.4,""quads"":0.5,""glutes"":0.5,""abs"":0.4}",false,40,55,false,"[""viking_press""]",strongman,power,,,false
,Car Deadlift,Deadlift a car-deadlift frame or lever implement from handles at the sides.,10,"[""hamstrings""]","[""glutes"",""lower_back"",""quads"",""forearms"",""traps"",""abs""]","{""glutes"":0.8,""lower_back"":0.8,""quads"":0.6,""forearms"":0.7,""traps"":0.6,""abs"":0.6}",false,60,65,false,"[""car_deadlift_frame""]",strongman,controlled,,,false
,Silver Dollar Deadlift,Deadlift a bar from elevated blocks or boxes in a partial range of motion.,9,"[""hamstrings""]","[""glutes"",""lower_back"",""quads"",""forearms"",""traps"",""abs""]","{""glutes"":0.7,""lower_back"":0.7,""quads"":0.5,""forearms"":0.6,""traps"":0.6,""abs"":0.5}",false,45,55,false,"[""barbell"",""blocks"",""plates""]",hinge,controlled,,,false
,Hercules Hold,Hold two heavy handles out to the sides against pulling force for time.,9,"[""forearms""]","[""traps"",""lats"",""rear_deltoids"",""abs""]","{""traps"":0.5,""lats"":0.5,""rear_deltoids"":0.4,""abs"":0.5}",false,45,45,true,"[""hercules_hold_handles""]",strongman,isometric,,,false
,Crucifix Hold,Hold weights out to the sides at shoulder height for time.,8,"[""lateral_deltoids""]","[""traps"",""forearms"",""abs""]","{""traps"":0.4,""forearms"":0.5,""abs"":0.4}",false,20,40,true,"[""dumbbells""]",strongman,isometric,,,false
,Duck Walk,Carry a low front-loaded implement between the legs for distance.,8,"[""quads""]","[""glutes"",""hamstrings"",""forearms"",""abs"",""lower_back""]","{""glutes"":0.6,""hamstrings"":0.5,""forearms"":0.6,""abs"":0.5,""lower_back"":0.5}",false,35,55,true,"[""duck_walk_handle""]",strongman,loaded_carry,,,false
,Power Stairs,Lift and place a heavy implement step by step up a platform staircase.,10,"[""quads""]","[""glutes"",""hamstrings"",""lower_back"",""forearms"",""traps"",""abs""]","{""glutes"":0.7,""hamstrings"":0.6,""lower_back"":0.6,""forearms"":0.7,""traps"":0.5,""abs"":0.5}",false,60,75,false,"[""power_stairs_implement""]",strongman,power,,,false
